label,content,synonym_aug,back_translation
5,@ImranKhanPTI @OfficialDGISPR @LodhiMaleeha @ShireenMazari1 @Shahidmasooddr @MoeedNj @abasitpak1 My fear is confirmed by u/ Jack Rosen.D offer of mediation on Kashmir by d U.S is actually aimed at int intervention led by d U.S ?R u crazy? Recall formerYugoslavia 1/3,@ ImranKhanPTI @ OfficialDGISPR @ LodhiMaleeha @ ShireenMazari1 @ Shahidmasooddr @ MoeedNj @ abasitpak1 My fear is affirm by u / Jack Rosen. D offer of intermediation on Kashmir by ergocalciferol Uranium. S is actually aimed at int intervention go by d U. S? R u crazy? Recollection formerYugoslavia 1 / 3,@ ImranKhanPTI @ OfficialDGISPR @ LodhiMaleeha @ ShireenMazari1 @ Shahidmasooddr @ MoeedNj @ abasitpak1 My fear is confirmed by the US offer of mediation by u / Jack Rosen.D regarding Kashmir.
4,3 hours after the event and I get an emergency text from the council telling me not to worry about the tsunami. #eqnz,three hours after the event and I get an emergency text from the council state pine tree state not to worry astir the tsunami. # eqnz,"Three hours after the event, I get an emergency text from the municipality telling me not to worry about the tsunami. # eqnz"
2,"The 2011 wildfire that destroyed one-third of Slave Lake, Alta., five years ago brought in $5.5 million.","The 2011 wildfire that destroy unrivalled - tierce of Striver Lake, Alta. , v years ago brought in $ fivesome. 5 billion.","The 2011 wildfire that destroyed a third of Slave Lake, Alta., brought in $5.5 million five years ago."
3,"RT @TCStallings: Prayers going out to Ecuador, just his by a 7.8 magnitude Earthquake. Many lost their lives. #pray4ecuador","RT @ TCStallings: Prayers going prohibited to Ecuador, just his by a heptad. eight magnitude Seism. Many lost their life story. # pray4ecuador","RT @ TCStallings: Prayers go out to Ecuador, only its magnitude 7.8 earthquake. Many lost their lives. # pray4ecuador"
4,RT @kimmaicutler: Literally like half of California’s land mass is on fire alert all night.,RT @ kimmaicutler: Literally like half of Calif. ’ s estate mass is on fire alert all night.,RT @ kimmaicutler: Literally half of California's landmass is on fire alert all night.
7,More than 5000 people from various parts of Kerala arrived in Shirdi. They have been given accommodation and food till situation back home improves. Special thanks to Shirdi trust. #keralafloods #KeralaFloodsHelpNeeded,More than than 5000 people from various parts of Kerala get in in Shirdi. They have been given accommodation and solid food till situation back home improves. Special thanks to Shirdi trustingness. # keralafloods # KeralaFloodsHelpNeeded,More than 5000 people from different parts of Kerala arrived in Shirdi. They received shelter and food until the situation at home improved. Special thanks to Shirdi Trust. # keralafloods # KeralaFloodsHelpNeeded
7,"Students displaced by #ymmfire exempt from PATs &amp; Diplomas, with option to write @AlbertaEd","Students give notice by # ymmfire exempt from PATs & amp; Sheepskin, with alternative to write @ AlbertaEd",Students freed from PATs & amp; diplomas by # ymmfire with the option to write @ AlbertaEd
4,RT @rtenews: Tsunami warning after quake off New Zealand coast,RT @ rtenews: Tsunami warning after quiver off New Zealand slide,RT @ rtenews: Tsunami warning after earthquake off New Zealand coast
6,Death toll rises in devastating California Camp Fire -  The death toll in the devastating Northern California Camp fire rose to 56 on Wednesday as authorities searched for more victims. The grim update came on Wednesday evening as officials in B,Last toll rises in devastating California Camp Fervor - The death toll in the withering Northern California Camp fire rose to fifty six on Wednesday as authorities searched for more victims. The grim update come on Wednesday evening as official in B,The death toll from the devastating Camp Fire in California rose to 56 on Wednesday as authorities searched for more victims.
1,"We try to help other even if they disagree with our politics. Not all people have had the education, good jobs, or insight. Many have been republicans due to their parents influence. We attemp to treat them as human beings and build their trust.","We try to aid other yet if they disagree with our politics. Non all people have had the education, good jobs, or insight. Many have been republicans due to their parents influence. We attemp to treat them as human beings and build their trust.","We try to help others even if they don't agree with our policies. Not all people have had the education, good jobs or insight. Many have been Republicans because of the influence of their parents. We try to treat them like people and build their trust."
6,[Updated] Two Killed in New Zealand Earthquake  All is well here in Auckland,[ Update] Ii Killed in New Zealand Earthquake All is well hither in Auckland,Two dead in New Zealand earthquake Here in Auckland everything is fine
4,"Chad Morrison w/ Wildfire Alberta: 505,000 hectares in size, with 7,000 in Sask. #YMMfire. Spreading northeast into forested areas.","Tchad Jim morrison w / Wildfire Alberta: 505, 000 hectares in size, with 7, 000 in Sask. # YMMfire. Spreading northeast into forested areas.","Chad Morrison w / Wildfire Alberta: 505,000 acres, including 7,000 in Sask. # YMMfire. Spread northeast into wooded areas."
8,"#IndiaForKerala Items preferred Bathroom cleaning stuff Dettol, Sanitary pads, Napkins Blankets, kids and baby wear Bed Sheets Ready to eat canned foods Medicines #Keralafloods","# IndiaForKerala Item favor Bathroom cleaning stuff Dettol, Sanitary pads, Napkins Blanket, kids and baby wear Seam Canvass Ready to eat tinned food Medicines # Keralafloods","# IndiaForKerala article prefers bathroom detergents detol, hygiene pads, napkin blankets, children and babies wear bedding Ready to eat canned medicines # Keralafloods"
3,Earthquake Strikes Again: Pray for Mexico!,Seism Strikes Again: Pray for Mexico!,Another earthquake strikes: Pray for Mexico!
8,"Have requested #Chakrapani ji &amp; Hindu Mahasabha not to link Cow Protection to #KeralaFloods Hav assured him that we in Kerala who are Gau Bhakths will take care of our Gau Matha very well &amp; humbly pointed out that many Cows, Goats, Bulls also lost life in Kerala Floods.","Wealthy person requested # Chakrapani ji & amp; Hindustani Mahasabha not to yoke Moo cow Protection to # KeralaFloods Hav assured him that we in Kerala who are Gau Bhakths volition take care of our Gau Matha very well & amp; humbly pointed out that many Moo cow, Goats, Bulls likewise lost life in Kerala Floods.","I asked # Chakrapani ji & amp; Hindu Mahasabha not to associate cow protection with # KeralaFloods Hav assured him that we in Kerala, who are Gau Bhakths, will take very good care of our Gau Matha & amp; and humbly pointed out that many cows, goats and bulls also died in the Kerala floods."
7,Northern Alberta camps being evacuated due to wildfire smoke,Northern Alberta camps being void ascribable to wildfire bullet,Northern Alberta warehouse evacuated due to fire smoke
3,"RT @farmcreditIL: Praying for our fellow farmers and their families in South Dakota, Nebraska, Iowa and Missouri.","RT @ farmcreditIL: Beg for our fellow farmers and their families in South Dakota, Cornhusker state, Iowa and Missouri river.","RT @ farmcreditIL: We pray for our fellow farmers and their families in South Dakota, Nebraska, Iowa and Missouri."
5,So many aftershocks. #eqnz #NewZealand,So many aftershock. # eqnz # NewZealand,So many aftershocks. # eqnz # New Zealand
2,"Incredibly sad. #Ftmac wildfire: First clear satellite images show deserted streets, burned homes","Incredibly sad. # Ftmac wildfire: First clear cut artificial satellite images show abandoned street, burn home plate","Incredibly sad. # Ftmac wildfire: First clear satellite images show abandoned streets, burned houses"
2,"The NorCal paper in the area destroyed by the Camp Fire saw its employees go missing and lose homes. Its advertisers were destroyed. Their subscribers homes: gone. So they worked 15-hour days and delivered papers to local evacuation centers, some unpaid","The NorCal paper in the field destroyed by the Camp Fire saw it employee buy the farm miss and lose homes. Its advertisers were destroyed. Their indorser homes: gone. So they worked 15 - 60 minutes days and delivered papers to local emptying centers, some unpaid","The NorCal newspaper in the area destroyed by the bonfire saw its employees disappear and lose their homes, their advertisers were destroyed, their subscribers ""homes disappeared, so they worked 15-hour days delivering newspapers to local evacuation centers, some of which were unpaid."
6,"἟A἟8 At least 77 dead, 588 wounded in #Ecuador earthquake (NBC) tremblement de terre Equateur","἟ A ἟ 8 At least 77 dead, 588 wound in # Ecuador earthquake (NBC) tremblement de terre Equateur","At least 77 dead, 588 injured in Ecuador earthquake (NBC)"
8,"At @tissforeveryone we are organizing collection drives for #KeralaFloods including medicines, blankets, bedsheets. Local districts had sent out a list with emergency reqs.","At @ tissforeveryone we be mastermind collection drive for # KeralaFloods including medical specialty, blankets, bedsheets. Local districts had sent prohibited a list with emergency reqs.","At @ tissforeveryone we are organising # Kerala floods collections, including medicines, blankets and bedding. Local districts have sent out a list of emergencies."
6,New story on @NPR about #Technology &amp; #Culture: Death Toll In California Wildfires Climbs To At Least 31,New story on @ NPR about # Engineering science & adenosine monophosphate; # Culture: Expiry Toll In California Wildfires Acclivity To At Least thirty one,New story on @ NPR about # technology & amp; # culture: At least 31 dead in California wildfires
7,"As MLA for Lesser Slave Lake, @DanielleLarivee stresses she understands the strains of a wildfire evacuation. #ableg #rmwbcouncil","As MLA for Lesser Slave Lake, @ DanielleLarivee stresses she understands the strains of a wildfire evacuation. # ableg # rmwbcouncil","As an MLA for Lesser Slave Lake, @ DanielleLarivee stresses that she understands the rigors of a wildfire evacuation. # ableg # rmwbcouncil"
4,"I cant believe people are asking for specifics - IF YOU LIVE ON THE EAST COAST OF NZ, MOVE TO HIGHER GROUND! #eqnz #earthquake #nz","I cant believe mass are enquire for particular - IF YOU LIVE ON THE EAST slide OF NZ, motion TO HIGHER reason! # eqnz # earthquake # nz","I can't believe people ask for details - IF YOU live on the east coast of New Zealand, YOU MOVE TO HIGHER EARTH! # eqnz # earthquakes # nz"
